"","SG_PARTIDO","DT_PAGAMENTO","VR_PAGAMENTO"
"1593","PSDB","09/07/2018",9318
"1594","PSDB","09/08/2018",2268
"1595","PSDB","10/01/2018",21948
"1596","PSDB","10/04/2018",16393
"1597","PSDB","10/05/2018",19610
"1598","PSDB","10/07/2018",9998
"1599","PSDB","10/08/2018",10621
"1600","PSDB","10/09/2018",17880
"1601","PSDB","10/10/2018",9717
"1602","PSDB","10/12/2018",7449
"1603","PSDB","11/01/2018",224
"1604","PSDB","11/04/2018",2688
"1605","PSDB","11/05/2018",796
"1606","PSDB","11/06/2018",9653
"1607","PSDB","11/07/2018",5526
"1608","PSDB","11/08/2018",1997
"1609","PSDB","11/10/2018",2135
"1610","PSDB","11/12/2018",946
"1611","PSDB","12/03/2018",10955
"1612","PSDB","12/04/2018",1821
"1613","PSDB","12/07/2018",4629
"1614","PSDB","12/09/2018",2266
"1615","PSDB","12/11/2018",7449
"1616","PSDB","12/12/2018",1526
"1617","PSDB","13/03/2018",1945
"1618","PSDB","13/04/2018",2763
"1619","PSDB","13/06/2018",1724
"1620","PSDB","13/07/2018",15970
"1621","PSDB","13/08/2018",7401
"1622","PSDB","13/11/2018",2763
"1623","PSDB","14/02/2018",4948
"1624","PSDB","14/05/2018",30
"1625","PSDB","14/08/2018",5539
"1626","PSDB","14/09/2018",3648
"1627","PSDB","14/11/2018",4196
"1628","PSDB","14/12/2018",2763
"1629","PSDB","15/02/2018",11938
"1630","PSDB","15/03/2018",2712
"1631","PSDB","15/05/2018",7459
"1632","PSDB","15/08/2018",3767
"1633","PSDB","15/10/2018",3832
"1634","PSDB","15/11/2018",1125
"1635","PSDB","16/03/2018",2258
"1636","PSDB","16/04/2018",1637
"1637","PSDB","16/05/2018",2202
"1638","PSDB","16/07/2018",10348
"1639","PSDB","16/10/2018",7592
"1640","PSDB","16/11/2018",6759
"1641","PSDB","17/04/2018",2380
"1642","PSDB","17/05/2018",2347
"1643","PSDB","17/07/2018",9394
"1644","PSDB","17/09/2018",1271
"1645","PSDB","17/10/2018",6449
"1646","PSDB","17/12/2018",6063
"1647","PSDB","18/04/2018",2692
"1648","PSDB","18/05/2018",725
"1649","PSDB","18/06/2018",6490
"1650","PSDB","18/07/2018",17961
"1651","PSDB","19/02/2018",2582
"1652","PSDB","19/03/2018",4034
"1653","PSDB","19/04/2018",2856
"1654","PSDB","19/06/2018",1397
"1655","PSDB","19/07/2018",1010
"1656","PSDB","19/09/2018",8299
"1657","PSDB","19/11/2018",2763
"1658","PSDB","20/04/2018",7617
"1659","PSDB","20/08/2018",1724
"1660","PSDB","20/09/2018",2005
"1661","PSDB","20/11/2018",9507
"1662","PSDB","21/02/2018",1656
"1663","PSDB","21/03/2018",9032
"1664","PSDB","21/05/2018",1156
"1665","PSDB","21/08/2018",7109
"1666","PSDB","21/09/2018",2655
"1667","PSDB","21/11/2018",2365
"1668","PSDB","22/01/2018",2209
"1669","PSDB","22/02/2018",2067
"1670","PSDB","22/03/2018",1709
"1671","PSDB","22/05/2018",4581
"1672","PSDB","23/01/2018",3163
"1673","PSDB","23/02/2018",804
"1674","PSDB","23/04/2018",1876
"1675","PSDB","23/05/2018",2993
"1676","PSDB","23/08/2018",580
"1677","PSDB","23/10/2018",1160
"1678","PSDB","23/11/2018",813
"1679","PSDB","24/01/2018",3507
"1680","PSDB","24/05/2018",6655
"1681","PSDB","24/10/2018",5526
"1682","PSDB","24/11/2018",121
"1683","PSDB","25/01/2018",5398
"1684","PSDB","25/04/2018",4897
"1685","PSDB","25/05/2018",9142
"1686","PSDB","25/06/2018",13422
"1687","PSDB","25/07/2018",16282
"1688","PSDB","25/09/2018",6721
"1689","PSDB","25/10/2018",5544
"1690","PSDB","26/02/2018",14197
"1691","PSDB","26/03/2018",11010
"1692","PSDB","26/06/2018",1529
"1693","PSDB","26/07/2018",7442
"1694","PSDB","26/09/2018",2763
"1695","PSDB","26/10/2018",6288
"1696","PSDB","26/11/2018",6583
"1697","PSDB","26/12/2018",3820
"1698","PSDB","27/02/2018",2478
"1699","PSDB","27/03/2018",9173
"1700","PSDB","27/04/2018",5169
"1701","PSDB","27/08/2018",12642
"1702","PSDB","27/09/2018",2226
"1703","PSDB","28/02/2018",4482
"1704","PSDB","28/05/2018",4482
"1705","PSDB","28/06/2018",2464
"1706","PSDB","28/08/2018",2406
"1707","PSDB","28/09/2018",26335
"1708","PSDB","28/11/2018",5132
"1709","PSDB","28/12/2018",453
"1710","PSDB","29/01/2018",1228
"1711","PSDB","29/03/2018",4615
"1712","PSDB","29/04/2018",1709
"1713","PSDB","29/05/2018",6870
"1714","PSDB","29/06/2018",21737
"1715","PSDB","29/08/2018",6698
"1716","PSDB","29/10/2018",2226
"1717","PSDB","29/11/2018",27928
"1718","PSDB","30/01/2018",6707
"1719","PSDB","30/04/2018",26404
"1720","PSDB","30/05/2018",24499
"1721","PSDB","30/06/2018",4346
"1722","PSDB","30/07/2018",10493
"1723","PSDB","30/09/2018",2254
"1724","PSDB","30/11/2018",6029
"1725","PSDB","31/01/2018",14312
"1726","PSDB","31/03/2018",2406
"1727","PSDB","31/05/2018",2739
"1728","PSDB","31/07/2018",43073
"1729","PSDB","31/08/2018",35180
"1730","PSDB","31/10/2018",37494
"1731","PSDB","31/12/2016",14561
"1732","PSDB","31/12/2017",26266
"1733","PSDB","31/12/2018",2775
"1734","PSL","01/07/2018",2582
"1735","PSL","01/08/2018",2582
"1736","PSL","01/09/2018",4357
"1737","PSL","01/10/2018",5946
"1738","PSL","01/11/2018",30
"1739","PSL","02/10/2018",56104
"1740","PSL","03/09/2018",11652
"1741","PSL","03/10/2018",2331
"1742","PSL","04/09/2018",5879
"1743","PSL","05/06/2018",1910
"1744","PSL","05/09/2018",37819
"1745","PSL","05/10/2018",13093
"1746","PSL","10/09/2018",4291
"1747","PSL","10/12/2018",3341
"1748","PSL","12/11/2018",8087
"1749","PSL","13/11/2018",2953
"1750","PSL","17/09/2018",66357
"1751","PSL","17/10/2018",978
"1752","PSL","18/09/2018",29920
"1753","PSL","20/09/2018",6237
"1754","PSL","22/08/2018",11171
"1755","PSL","22/10/2018",3982
"1756","PSL","23/08/2018",17391
"1757","PSL","23/10/2018",4726
"1758","PSL","24/08/2018",36040
"1759","PSL","24/09/2018",2763
"1760","PSL","25/06/2018",1910
"1761","PSL","25/07/2018",1910
"1762","PSL","25/08/2018",667
"1763","PSL","25/09/2018",2690
"1764","PSL","25/10/2018",6533
"1765","PSL","26/09/2018",2004
"1766","PSL","26/10/2018",1144
"1767","PSL","26/11/2018",1910
"1768","PSL","27/08/2018",35205
"1769","PSL","27/09/2018",3058
"1770","PSL","28/08/2018",27639
"1771","PSL","28/09/2018",3120
"1772","PSL","28/10/2018",959
"1773","PSL","29/08/2018",1733
"1774","PSL","29/10/2018",19
"1775","PSL","30/08/2018",8914
"1776","PSL","31/08/2018",8313
"1777","PSOL","01/09/2018",2743
"1778","PSOL","02/08/2018",4799
"1779","PSOL","03/08/2018",2789
"1780","PSOL","04/09/2018",934
"1781","PSOL","06/04/2018",1934
"1782","PSOL","06/08/2018",934
"1783","PSOL","06/09/2018",4698
"1784","PSOL","07/08/2018",934
"1785","PSOL","08/08/2018",9956
"1786","PSOL","09/04/2018",1833
"1787","PSOL","09/08/2018",934
"1788","PSOL","10/08/2018",1271
"1789","PSOL","10/09/2018",2500
"1790","PSOL","10/12/2018",956
"1791","PSOL","13/08/2018",934
"1792","PSOL","14/11/2018",2470
"1793","PSOL","15/08/2018",1835
"1794","PSOL","15/09/2018",2350
"1795","PSOL","16/04/2018",1273
"1796","PSOL","17/10/2018",608
"1797","PSOL","18/09/2018",934
"1798","PSOL","18/10/2018",1709
"1799","PSOL","19/10/2018",934
"1800","PSOL","20/06/2018",2381
"1801","PSOL","20/07/2018",1592
"1802","PSOL","20/11/2018",934
"1803","PSOL","21/08/2018",811
"1804","PSOL","21/12/2018",934
"1805","PSOL","22/06/2018",933
"1806","PSOL","22/10/2018",1620
"1807","PSOL","24/04/2018",1833
"1808","PSOL","26/10/2018",934
"1809","PSOL","26/11/2018",1835
"1810","PSOL","28/03/2018",822
"1811","PSTU","01/02/2018",951
"1812","PSTU","02/04/2018",2657
"1813","PSTU","03/04/2018",5091
"1814","PSTU","04/01/2018",1914
"1815","PSTU","04/10/2018",2522
"1816","PSTU","04/12/2018",2596
"1817","PSTU","05/04/2018",6261
"1818","PSTU","05/11/2018",2652
"1819","PSTU","06/03/2018",871
"1820","PSTU","06/04/2018",2214
"1821","PSTU","06/06/2018",1521
"1822","PSTU","06/07/2018",2000
"1823","PSTU","06/08/2018",1523
"1824","PSTU","06/09/2018",2024
"1825","PSTU","07/02/2018",4354
"1826","PSTU","07/05/2018",1627
"1827","PSTU","09/01/2018",1833
"1828","PSTU","09/07/2018",2502
"1829","PSTU","10/01/2018",2569
"1830","PSTU","10/03/2018",2569
"1831","PSTU","10/07/2018",5335
"1832","PSTU","10/09/2018",2569
"1833","PSTU","10/12/2018",2569
"1834","PSTU","11/04/2018",4402
"1835","PSTU","11/05/2018",5617
"1836","PSTU","11/09/2018",1835
"1837","PSTU","11/10/2018",2569
"1838","PSTU","11/12/2018",934
"1839","PSTU","12/01/2018",1833
"1840","PSTU","12/11/2018",2569
"1841","PSTU","13/03/2018",1833
"1842","PSTU","13/06/2018",4402
"1843","PSTU","13/11/2018",1803
"1844","PSTU","13/12/2018",5512
"1845","PSTU","14/02/2018",2569
"1846","PSTU","14/12/2018",1317
"1847","PSTU","15/02/2018",1833
"1848","PSTU","15/10/2018",934
"1849","PSTU","15/11/2018",200
"1850","PSTU","20/11/2018",5235
"1851","PSTU","23/10/2018",4033
"1852","PSTU","24/10/2018",2114
"1853","PSTU","26/04/2018",952
"1854","PSTU","28/02/2018",8672
"1855","PSTU","28/09/2018",2539
"1856","PSTU","29/03/2018",1592
"1857","PSTU","30/04/2018",2665
"1858","PSTU","30/07/2018",2566
"1859","PSTU","30/11/2018",3475
"1860","PSTU","31/12/2017",2434
"1861","PT","01/02/2018",8772
"1862","PT","01/03/2018",21264
"1863","PT","01/06/2018",10135
"1864","PT","01/08/2018",8953
"1865","PT","01/10/2018",9395
"1866","PT","01/11/2018",2875
"1867","PT","02/01/2018",4836
"1868","PT","02/02/2018",14456
"1869","PT","02/03/2018",12614
"1870","PT","02/04/2018",13785
"1871","PT","02/05/2018",5335
"1872","PT","02/08/2018",18721
"1873","PT","02/10/2018",11520
"1874","PT","02/11/2018",915
"1875","PT","03/01/2018",18244
"1876","PT","03/03/2018",2001
"1877","PT","03/04/2018",3503
"1878","PT","03/05/2018",3685
"1879","PT","03/06/2018",946
"1880","PT","03/07/2018",4230
"1881","PT","03/08/2018",10083
"1882","PT","03/09/2018",9679
"1883","PT","03/10/2018",10002
"1884","PT","03/12/2018",1291
"1885","PT","04/01/2018",5889
"1886","PT","04/04/2018",2139
"1887","PT","04/05/2018",10069
"1888","PT","04/06/2018",4983
"1889","PT","04/07/2018",5679
"1890","PT","04/09/2018",8192
"1891","PT","04/10/2018",4860
"1892","PT","04/12/2018",11058
"1893","PT","05/01/2018",9805
"1894","PT","05/02/2018",7971
"1895","PT","05/03/2018",12555
"1896","PT","05/04/2018",12756
"1897","PT","05/05/2018",3156
"1898","PT","05/06/2018",13828
"1899","PT","05/07/2018",10948
"1900","PT","05/08/2018",2011
"1901","PT","05/09/2018",8863
"1902","PT","05/10/2018",28715
"1903","PT","05/11/2018",4009
"1904","PT","05/12/2018",5333
"1905","PT","06/01/2018",235
"1906","PT","06/02/2018",2253
"1907","PT","06/03/2018",2932
"1908","PT","06/04/2018",9641
"1909","PT","06/06/2018",11320
"1910","PT","06/08/2018",11472
"1911","PT","06/09/2018",10134
"1912","PT","06/11/2018",9143
"1913","PT","06/12/2018",2625
"1914","PT","07/02/2018",9387
"1915","PT","07/03/2018",8971
"1916","PT","07/05/2018",9633
"1917","PT","07/06/2018",10160
"1918","PT","07/08/2018",4197
"1919","PT","07/11/2018",5432
"1920","PT","07/12/2018",4793
"1921","PT","08/01/2018",5665
"1922","PT","08/02/2018",4987
"1923","PT","08/03/2018",14841
"1924","PT","08/05/2018",3285
"1925","PT","08/06/2018",12229
"1926","PT","08/08/2018",8873
"1927","PT","08/09/2018",2908
"1928","PT","08/10/2018",10009
"1929","PT","08/11/2018",4058
"1930","PT","09/01/2018",7623
"1931","PT","09/02/2018",15470
"1932","PT","09/03/2018",15344
"1933","PT","09/04/2018",8131
"1934","PT","09/05/2018",933
"1935","PT","09/06/2018",2711
"1936","PT","09/07/2018",866
"1937","PT","09/08/2018",1516
"1938","PT","09/11/2018",4675
"1939","PT","10/01/2018",5256
"1940","PT","10/02/2018",2167
"1941","PT","10/03/2018",624
"1942","PT","10/04/2018",11682
"1943","PT","10/05/2018",2403
"1944","PT","10/08/2018",5036
"1945","PT","10/09/2018",12959
"1946","PT","10/10/2018",5539
"1947","PT","10/12/2018",8917
"1948","PT","11/01/2018",3531
"1949","PT","11/04/2018",14279
"1950","PT","11/05/2018",2339
"1951","PT","11/06/2018",1899
"1952","PT","11/07/2018",9315
"1953","PT","11/09/2018",55
"1954","PT","11/10/2018",898
"1955","PT","11/12/2018",1835
"1956","PT","12/01/2018",12734
"1957","PT","12/04/2018",4494
"1958","PT","12/06/2018",376
"1959","PT","12/07/2018",1985
"1960","PT","12/08/2018",1516
"1961","PT","12/09/2018",530
"1962","PT","12/11/2018",2901
"1963","PT","13/01/2018",2815
"1964","PT","13/03/2018",28
"1965","PT","13/04/2018",13134
"1966","PT","13/06/2018",10794
"1967","PT","13/07/2018",17482
"1968","PT","13/08/2018",8607
"1969","PT","13/09/2018",1319
"1970","PT","13/10/2018",2135
"1971","PT","13/11/2018",16374
"1972","PT","13/12/2018",6238
"1973","PT","14/02/2018",1842
"1974","PT","14/03/2018",2821
"1975","PT","14/04/2018",1460
"1976","PT","14/05/2018",8978
"1977","PT","14/06/2018",8985
"1978","PT","14/07/2018",2121
"1979","PT","14/08/2018",723
"1980","PT","14/09/2018",4227
"1981","PT","14/12/2018",5166
"1982","PT","15/01/2018",5158
"1983","PT","15/02/2018",9378
"1984","PT","15/03/2018",8653
"1985","PT","15/04/2018",1670
"1986","PT","15/05/2018",6786
"1987","PT","15/06/2018",19804
"1988","PT","15/08/2018",2439
"1989","PT","15/09/2018",498
"1990","PT","15/10/2018",7090
"1991","PT","15/11/2018",1059
"1992","PT","15/12/2018",1079
"1993","PT","16/01/2018",8049
"1994","PT","16/02/2018",22370
"1995","PT","16/03/2018",7371
"1996","PT","16/04/2018",3000
"1997","PT","16/05/2018",368
"1998","PT","16/07/2018",368
"1999","PT","16/08/2018",724
"2000","PT","16/10/2018",8460
"2001","PT","16/11/2018",959
"2002","PT","16/12/2018",1799
"2003","PT","17/01/2018",14373
"2004","PT","17/02/2018",1774
"2005","PT","17/04/2018",1388
"2006","PT","17/05/2018",4171
"2007","PT","17/07/2018",2270
"2008","PT","17/08/2018",4774
"2009","PT","17/09/2018",47030
"2010","PT","17/10/2018",8482
"2011","PT","17/12/2018",2349
"2012","PT","18/01/2018",6597
"2013","PT","18/02/2018",1371
"2014","PT","18/04/2018",2174
"2015","PT","18/05/2018",18005
"2016","PT","18/07/2018",2577
"2017","PT","18/09/2018",2061
"2018","PT","18/10/2018",66
"2019","PT","18/12/2018",1858
"2020","PT","19/01/2018",13025
"2021","PT","19/02/2018",6388
"2022","PT","19/04/2018",1361
"2023","PT","19/05/2018",4310
"2024","PT","19/06/2018",6255
"2025","PT","19/07/2018",50
"2026","PT","19/09/2018",2400
"2027","PT","19/10/2018",5441
"2028","PT","19/11/2018",33
"2029","PT","19/12/2018",19387
"2030","PT","20/02/2018",9280
"2031","PT","20/03/2018",14974
"2032","PT","20/04/2018",13142
"2033","PT","20/06/2018",5622
"2034","PT","20/07/2018",2097
"2035","PT","20/08/2018",5317
"2036","PT","20/09/2018",12710
"2037","PT","20/11/2018",9100
"2038","PT","20/12/2018",8333
"2039","PT","21/02/2018",8067
"2040","PT","21/05/2018",8148
"2041","PT","21/06/2018",7480
"2042","PT","21/08/2018",9795
"2043","PT","21/09/2018",10464
"2044","PT","21/12/2018",49359
"2045","PT","22/01/2018",2100
"2046","PT","22/02/2018",6154
"2047","PT","22/03/2018",7299
"2048","PT","22/05/2018",1190
"2049","PT","22/08/2018",10801
"2050","PT","22/09/2018",3141
"2051","PT","22/10/2018",3321
"2052","PT","22/11/2018",805
"2053","PT","23/01/2018",2075
"2054","PT","23/02/2018",11476
"2055","PT","23/03/2018",16105
"2056","PT","23/04/2018",1541
"2057","PT","23/05/2018",1080
"2058","PT","23/06/2018",4401
"2059","PT","23/07/2018",2376
"2060","PT","23/08/2018",41
"2061","PT","23/09/2018",959
"2062","PT","23/10/2018",13102
"2063","PT","23/11/2018",2388
"2064","PT","24/01/2018",1853
"2065","PT","24/03/2018",1128
"2066","PT","24/04/2018",11459
"2067","PT","24/05/2018",3400
"2068","PT","24/07/2018",15741
"2069","PT","24/08/2018",5907
"2070","PT","24/09/2018",8980
"2071","PT","24/10/2018",293
"2072","PT","24/11/2018",1265
"2073","PT","24/12/2018",1835
"2074","PT","25/01/2018",8490
"2075","PT","25/02/2018",2498
"2076","PT","25/04/2018",6932
"2077","PT","25/05/2018",2672
"2078","PT","25/06/2018",11798
"2079","PT","25/07/2018",7709
"2080","PT","25/08/2018",2121
"2081","PT","25/09/2018",21387
"2082","PT","25/10/2018",10047
"2083","PT","26/01/2018",9095
"2084","PT","26/02/2018",8985
"2085","PT","26/03/2018",11506
"2086","PT","26/04/2018",12441
"2087","PT","26/06/2018",7551
"2088","PT","26/07/2018",15208
"2089","PT","26/09/2018",11958
"2090","PT","26/10/2018",8491
"2091","PT","26/11/2018",10544
"2092","PT","26/12/2018",10912
"2093","PT","27/01/2018",2135
"2094","PT","27/02/2018",9826
"2095","PT","27/03/2018",8548
"2096","PT","27/04/2018",11701
"2097","PT","27/06/2018",4142
"2098","PT","27/07/2018",4568
"2099","PT","27/08/2018",11520
"2100","PT","27/09/2018",16654
"2101","PT","27/10/2018",1383
"2102","PT","27/11/2018",20201
"2103","PT","27/12/2018",17525
"2104","PT","28/02/2018",38596
"2105","PT","28/03/2018",29476
"2106","PT","28/05/2018",1338
"2107","PT","28/06/2018",18847
"2108","PT","28/08/2018",2869
"2109","PT","28/09/2018",36963
"2110","PT","28/10/2018",731
"2111","PT","28/11/2018",2349
"2112","PT","28/12/2018",18832
"2113","PT","29/01/2018",29578
"2114","PT","29/03/2018",11602
"2115","PT","29/04/2018",190
"2116","PT","29/05/2018",14318
"2117","PT","29/06/2018",26561
"2118","PT","29/07/2018",50
"2119","PT","29/08/2018",7533
"2120","PT","29/09/2018",1761
"2121","PT","29/10/2018",2790
"2122","PT","30/01/2018",19609
"2123","PT","30/04/2018",41029
"2124","PT","30/05/2018",25287
"2125","PT","30/06/2018",2138
"2126","PT","30/07/2018",15243
"2127","PT","30/08/2018",11139
"2128","PT","30/10/2018",16742
"2129","PT","30/11/2018",22160
"2130","PT","31/01/2018",11656
"2131","PT","31/05/2018",574
"2132","PT","31/07/2018",29296
"2133","PT","31/08/2018",27685
"2134","PT","31/10/2018",22191
"2135","PT","31/12/2017",11355
"2136","PT","31/12/2018",6855
"2137","PTB","01/03/2018",1436
"2138","PTB","01/06/2018",1436
"2139","PTB","01/08/2018",4070
"2140","PTB","01/09/2018",2634
"2141","PTB","01/10/2018",5829
"2142","PTB","01/11/2018",5230
"2143","PTB","02/01/2018",1486
"2144","PTB","02/02/2018",2577
"2145","PTB","02/03/2018",961
"2146","PTB","02/05/2018",1436
"2147","PTB","02/07/2018",1436
"2148","PTB","02/08/2018",16653
"2149","PTB","02/10/2018",9105
"2150","PTB","03/07/2018",3346
"2151","PTB","03/09/2018",68
"2152","PTB","03/10/2018",20142
"2153","PTB","04/07/2018",558
"2154","PTB","04/09/2018",9136
"2155","PTB","05/02/2018",1436
"2156","PTB","05/03/2018",1009
"2157","PTB","05/04/2018",3416
"2158","PTB","05/09/2018",6158
"2159","PTB","05/11/2018",4495
"2160","PTB","05/12/2018",5509
"2161","PTB","06/02/2018",2457
"2162","PTB","06/03/2018",13352
"2163","PTB","06/11/2018",22
"2164","PTB","07/02/2018",961
"2165","PTB","07/03/2018",2616
"2166","PTB","07/05/2018",11650
"2167","PTB","07/11/2018",6140
"2168","PTB","08/02/2018",24506
"2169","PTB","08/03/2018",5144
"2170","PTB","08/05/2018",2878
"2171","PTB","08/11/2018",55
"2172","PTB","09/03/2018",1352
"2173","PTB","09/05/2018",1871
"2174","PTB","09/07/2018",20
"2175","PTB","10/01/2018",50
"2176","PTB","10/08/2018",2393
"2177","PTB","10/10/2018",1297
"2178","PTB","11/09/2018",2485
"2179","PTB","12/03/2018",3665
"2180","PTB","12/09/2018",33
"2181","PTB","12/12/2018",4289
"2182","PTB","13/04/2018",686
"2183","PTB","14/03/2018",1479
"2184","PTB","14/09/2018",2462
"2185","PTB","14/11/2018",1727
"2186","PTB","14/12/2018",2266
"2187","PTB","15/01/2018",1981
"2188","PTB","15/05/2018",2766
"2189","PTB","15/06/2018",2231
"2190","PTB","15/10/2018",2792
"2191","PTB","16/03/2018",6728
"2192","PTB","16/08/2018",9689
"2193","PTB","17/01/2018",1584
"2194","PTB","17/03/2018",2314
"2195","PTB","17/10/2018",165
"2196","PTB","18/01/2018",23614
"2197","PTB","18/04/2018",2469
"2198","PTB","18/05/2018",100
"2199","PTB","18/09/2018",980
"2200","PTB","19/07/2018",2822
"2201","PTB","19/10/2018",1436
"2202","PTB","19/11/2018",2623
"2203","PTB","20/01/2018",50
"2204","PTB","20/05/2018",2396
"2205","PTB","20/09/2018",4004
"2206","PTB","21/02/2018",4911
"2207","PTB","21/05/2018",2766
"2208","PTB","22/01/2018",1502
"2209","PTB","22/11/2018",959
"2210","PTB","23/03/2018",1528
"2211","PTB","23/05/2018",1597
"2212","PTB","24/05/2018",4833
"2213","PTB","24/08/2018",1783
"2214","PTB","24/09/2018",1071
"2215","PTB","25/07/2018",2732
"2216","PTB","26/02/2018",1597
"2217","PTB","26/08/2018",959
"2218","PTB","26/12/2018",1057
"2219","PTB","27/02/2018",365
"2220","PTB","27/03/2018",18672
"2221","PTB","27/04/2018",2400
"2222","PTB","27/08/2018",6431
"2223","PTB","27/09/2018",1186
"2224","PTB","27/11/2018",1939
"2225","PTB","28/02/2018",863
"2226","PTB","28/03/2018",5400
"2227","PTB","28/08/2018",2240
"2228","PTB","28/09/2018",4402
"2229","PTB","28/11/2018",3125
"2230","PTB","28/12/2018",1211
"2231","PTB","29/03/2018",863
"2232","PTB","29/05/2018",13323
"2233","PTB","29/06/2018",18762
"2234","PTB","30/01/2018",2645
"2235","PTB","30/04/2018",1755
"2236","PTB","30/05/2018",5622
"2237","PTB","30/08/2018",2059
"2238","PTB","30/10/2018",2739
"2239","PTB","30/11/2018",863
"2240","PTB","31/01/2018",1562
"2241","PTB","31/07/2018",4398
"2242","PTB","31/08/2018",898
"2243","PTB","31/10/2018",863
"2244","PTB","31/12/2018",863
"2245","PV","02/10/2018",1835
"2246","PV","03/09/2018",5303
"2247","PV","04/09/2018",2342
"2248","PV","05/09/2018",2114
"2249","PV","05/10/2018",1515
"2250","PV","05/11/2018",1383
"2251","PV","06/08/2018",1653
"2252","PV","06/11/2018",17206
"2253","PV","08/10/2018",1477
"2254","PV","15/10/2018",3539
"2255","PV","18/09/2018",6935
"2256","PV","21/09/2018",4690
"2257","PV","30/08/2018",932
"2258","PV","31/08/2018",3752
"2259","REDE","01/01/2018",1426
"2260","REDE","01/02/2018",1315
"2261","REDE","01/05/2018",497
"2262","REDE","01/08/2018",5802
"2263","REDE","01/09/2018",752
"2264","REDE","01/11/2018",2135
"2265","REDE","01/12/2018",1793
"2266","REDE","02/08/2018",2349
"2267","REDE","02/10/2018",491
"2268","REDE","02/12/2018",1381
"2269","REDE","03/08/2018",5025
"2270","REDE","05/10/2018",1709
"2271","REDE","05/11/2018",2799
"2272","REDE","06/04/2018",2345
"2273","REDE","06/07/2018",1148
"2274","REDE","06/08/2018",2603
"2275","REDE","06/12/2018",2002
"2276","REDE","07/08/2018",1120
"2277","REDE","08/06/2018",6278
"2278","REDE","08/08/2018",956
"2279","REDE","08/11/2018",518
"2280","REDE","09/07/2018",914
"2281","REDE","09/09/2018",1080
"2282","REDE","09/11/2018",5337
"2283","REDE","10/01/2018",272
"2284","REDE","10/06/2018",3128
"2285","REDE","10/08/2018",2001
"2286","REDE","10/10/2018",50
"2287","REDE","10/12/2018",657
"2288","REDE","11/07/2018",3586
"2289","REDE","12/06/2018",675
"2290","REDE","12/11/2018",874
"2291","REDE","13/06/2018",612
"2292","REDE","13/09/2018",1516
"2293","REDE","14/12/2018",2853
"2294","REDE","15/02/2018",1000
"2295","REDE","19/06/2018",2003
"2296","REDE","19/07/2018",2768
"2297","REDE","19/12/2018",3125
"2298","REDE","20/08/2018",966
"2299","REDE","20/09/2018",1526
"2300","REDE","21/06/2018",587
"2301","REDE","21/08/2018",2860
"2302","REDE","22/09/2018",1144
"2303","REDE","22/10/2018",5720
"2304","REDE","22/11/2018",996
"2305","REDE","23/07/2018",1958
"2306","REDE","24/07/2018",574
"2307","REDE","24/08/2018",1238
"2308","REDE","24/09/2018",1159
"2309","REDE","25/06/2018",10922
"2310","REDE","25/07/2018",1910
"2311","REDE","25/09/2018",1910
"2312","REDE","25/10/2018",4763
"2313","REDE","26/11/2018",1910
"2314","REDE","26/12/2018",1910
"2315","REDE","27/08/2018",1910
"2316","REDE","28/07/2018",1101
"2317","REDE","28/08/2018",31
"2318","REDE","29/05/2018",2621
"2319","REDE","29/10/2018",1503
"2320","REDE","30/08/2018",1855
"2321","REDE","30/11/2018",912
"2322","REDE","31/07/2018",1867
"2323","REDE","31/12/2017",3727
"2324","REPUBLICANOS","01/01/2018",4848
"2325","REPUBLICANOS","01/02/2018",12517
"2326","REPUBLICANOS","01/03/2018",12372
"2327","REPUBLICANOS","01/04/2018",4405
"2328","REPUBLICANOS","01/05/2018",10637
"2329","REPUBLICANOS","01/06/2018",5933
"2330","REPUBLICANOS","01/07/2018",6123
"2331","REPUBLICANOS","01/08/2018",12845
"2332","REPUBLICANOS","01/09/2018",8549
"2333","REPUBLICANOS","01/10/2018",9398
"2334","REPUBLICANOS","01/11/2018",8100
"2335","REPUBLICANOS","01/12/2018",5959
"2336","REPUBLICANOS","02/01/2018",2721
"2337","REPUBLICANOS","02/02/2018",2817
"2338","REPUBLICANOS","02/04/2018",7163
"2339","REPUBLICANOS","03/04/2018",1083
"2340","REPUBLICANOS","03/07/2018",2766
"2341","REPUBLICANOS","03/08/2018",2443
"2342","REPUBLICANOS","03/09/2018",52
"2343","REPUBLICANOS","04/05/2018",825
"2344","REPUBLICANOS","04/06/2018",1592
"2345","REPUBLICANOS","04/07/2018",2766
"2346","REPUBLICANOS","04/09/2018",4948
"2347","REPUBLICANOS","04/10/2018",3670
"2348","REPUBLICANOS","05/02/2018",4486
"2349","REPUBLICANOS","05/03/2018",4817
"2350","REPUBLICANOS","05/04/2018",5341
"2351","REPUBLICANOS","05/06/2018",1941
"2352","REPUBLICANOS","05/07/2018",4468
"2353","REPUBLICANOS","05/09/2018",2728
"2354","REPUBLICANOS","05/10/2018",3055
"2355","REPUBLICANOS","05/12/2018",2523
"2356","REPUBLICANOS","06/08/2018",2089
"2357","REPUBLICANOS","06/09/2018",1868
"2358","REPUBLICANOS","06/10/2018",8375
"2359","REPUBLICANOS","06/11/2018",2061
"2360","REPUBLICANOS","07/05/2018",1941
"2361","REPUBLICANOS","07/08/2018",1835
"2362","REPUBLICANOS","07/10/2018",1119
"2363","REPUBLICANOS","08/01/2018",1910
