"","SG_PARTIDO","DT_PAGAMENTO","VR_PAGAMENTO"
"797","PDT","22/11/2018",1732
"798","PDT","23/04/2018",5517
"799","PDT","23/05/2018",1831
"800","PDT","23/07/2018",2766
"801","PDT","23/08/2018",934
"802","PDT","23/10/2018",4615
"803","PDT","24/01/2018",395
"804","PDT","25/04/2018",1148
"805","PDT","25/05/2018",1354
"806","PDT","25/07/2018",6627
"807","PDT","26/04/2018",933
"808","PDT","26/07/2018",415
"809","PDT","26/12/2018",2859
"810","PDT","27/07/2018",1526
"811","PDT","27/08/2018",2551
"812","PDT","27/12/2018",7031
"813","PDT","28/02/2018",3073
"814","PDT","28/05/2018",594
"815","PDT","28/08/2018",1164
"816","PDT","28/12/2018",2194
"817","PDT","29/01/2018",5541
"818","PDT","30/08/2018",22
"819","PDT","30/11/2018",3173
"820","PDT","31/08/2018",1080
"821","PDT","31/12/2018",934
"822","PHS","28/02/2018",863
"823","PHS","28/09/2018",863
"824","PHS","29/03/2018",863
"825","PHS","29/06/2018",863
"826","PHS","30/04/2018",863
"827","PHS","30/05/2018",863
"828","PHS","31/01/2018",863
"829","PHS","31/07/2018",863
"830","PHS","31/08/2018",863
"831","PHS","31/10/2018",381
"832","PL","01/01/2018",13489
"833","PL","01/02/2018",13418
"834","PL","01/03/2018",11336
"835","PL","01/04/2018",11336
"836","PL","01/05/2018",12485
"837","PL","01/06/2018",11529
"838","PL","01/07/2018",14035
"839","PL","01/08/2018",14793
"840","PL","01/09/2018",16501
"841","PL","01/10/2018",17605
"842","PL","01/11/2018",15465
"843","PL","01/12/2018",323
"844","PL","02/02/2018",5426
"845","PL","02/06/2018",956
"846","PL","02/08/2018",23256
"847","PL","03/07/2018",51
"848","PL","03/08/2018",560
"849","PL","03/10/2018",22827
"850","PL","04/09/2018",2138
"851","PL","04/10/2018",404
"852","PL","05/01/2018",2782
"853","PL","05/02/2018",2299
"854","PL","05/03/2018",1941
"855","PL","05/04/2018",2265
"856","PL","05/06/2018",23327
"857","PL","05/07/2018",3279
"858","PL","05/09/2018",24485
"859","PL","05/10/2018",2347
"860","PL","05/11/2018",1473
"861","PL","05/12/2018",2061
"862","PL","06/01/2018",359
"863","PL","06/02/2018",1576
"864","PL","06/03/2018",1601
"865","PL","06/06/2018",591
"866","PL","06/08/2018",2500
"867","PL","06/09/2018",3051
"868","PL","06/11/2018",3250
"869","PL","07/03/2018",23038
"870","PL","07/04/2018",2784
"871","PL","07/05/2018",22275
"872","PL","07/06/2018",2773
"873","PL","08/01/2018",1910
"874","PL","08/03/2018",2983
"875","PL","08/05/2018",3687
"876","PL","08/08/2018",2914
"877","PL","08/11/2018",19175
"878","PL","09/01/2018",825
"879","PL","09/03/2018",2762
"880","PL","09/04/2018",2426
"881","PL","09/05/2018",673
"882","PL","09/07/2018",3718
"883","PL","09/11/2018",286
"884","PL","10/04/2018",12831
"885","PL","10/05/2018",183
"886","PL","10/09/2018",560
"887","PL","11/04/2018",1753
"888","PL","11/05/2018",933
"889","PL","11/07/2018",1833
"890","PL","11/09/2018",2112
"891","PL","11/12/2018",26191
"892","PL","12/03/2018",825
"893","PL","12/04/2018",183
"894","PL","12/09/2018",3153
"895","PL","13/08/2018",1835
"896","PL","13/09/2018",934
"897","PL","13/12/2018",1620
"898","PL","14/06/2018",2570
"899","PL","14/08/2018",1103
"900","PL","15/06/2018",933
"901","PL","15/08/2018",1502
"902","PL","16/01/2018",2811
"903","PL","16/02/2018",825
"904","PL","16/03/2018",2120
"905","PL","16/05/2018",3756
"906","PL","16/07/2018",51
"907","PL","16/11/2018",3004
"908","PL","17/01/2018",2369
"909","PL","17/05/2018",2403
"910","PL","18/04/2018",1833
"911","PL","18/09/2018",2138
"912","PL","19/02/2018",1878
"913","PL","19/03/2018",2403
"914","PL","19/06/2018",2570
"915","PL","19/09/2018",934
"916","PL","19/11/2018",2901
"917","PL","20/06/2018",933
"918","PL","20/07/2018",1833
"919","PL","20/08/2018",3667
"920","PL","22/08/2018",956
"921","PL","23/08/2018",825
"922","PL","24/09/2018",4886
"923","PL","25/06/2018",2570
"924","PL","26/07/2018",2439
"925","PL","27/06/2018",22307
"926","PL","28/02/2018",1795
"927","PL","28/09/2018",934
"928","PL","29/06/2018",183
"929","PL","30/03/2018",959
"930","PL","30/04/2018",1149
"931","PL","31/01/2018",19803
"932","PL","31/03/2018",190
"933","PL","31/07/2018",4328
"934","PMN","01/11/2018",1910
"935","PMN","03/07/2018",1749
"936","PMN","04/07/2018",25
"937","PMN","10/05/2018",868
"938","PMN","10/07/2018",13
"939","PMN","12/03/2018",940
"940","PMN","21/12/2018",19
"941","PMN","25/04/2018",9
"942","PMN","26/11/2018",1910
"943","PMN","26/12/2018",1910
"944","PPS","01/11/2018",19
"945","PPS","06/11/2018",30
"946","PPS","12/07/2018",959
"947","PPS","13/07/2018",933
"948","PPS","17/10/2018",1724
"949","PPS","20/04/2018",2763
"950","PPS","23/08/2018",3238
"951","PPS","24/08/2018",385
"952","PPS","25/10/2018",19
"953","PPS","26/11/2018",1910
"954","PPS","26/12/2018",1910
"955","PPS","28/02/2018",863
"956","PPS","29/03/2018",863
"957","PPS","31/01/2018",863
"958","PPS","31/10/2018",30
"959","PPS","31/12/2018",1257
"960","PROS","01/07/2018",1564
"961","PROS","01/08/2018",1071
"962","PROS","01/09/2018",2723
"963","PROS","02/07/2018",1030
"964","PROS","02/08/2018",4170
"965","PROS","03/07/2018",6258
"966","PROS","03/08/2018",934
"967","PROS","04/07/2018",5054
"968","PROS","04/09/2018",1502
"969","PROS","05/07/2018",2138
"970","PROS","06/04/2018",1592
"971","PROS","06/06/2018",2336
"972","PROS","06/07/2018",2766
"973","PROS","07/08/2018",8019
"974","PROS","08/08/2018",2628
"975","PROS","09/04/2018",939
"976","PROS","09/07/2018",6386
"977","PROS","09/08/2018",5151
"978","PROS","10/04/2018",7470
"979","PROS","10/05/2018",1252
"980","PROS","10/07/2018",3045
"981","PROS","10/08/2018",5074
"982","PROS","11/05/2018",7481
"983","PROS","11/06/2018",840
"984","PROS","11/07/2018",4007
"985","PROS","11/08/2018",2077
"986","PROS","12/06/2018",40
"987","PROS","12/07/2018",8705
"988","PROS","12/11/2018",21028
"989","PROS","13/06/2018",1275
"990","PROS","13/07/2018",933
"991","PROS","14/08/2018",849
"992","PROS","15/06/2018",3429
"993","PROS","15/08/2018",2534
"994","PROS","16/04/2018",3425
"995","PROS","16/05/2018",2519
"996","PROS","16/07/2018",933
"997","PROS","16/08/2018",4626
"998","PROS","17/04/2018",2349
"999","PROS","17/05/2018",7404
"1000","PROS","17/08/2018",7747
"1001","PROS","18/06/2018",2111
"1002","PROS","18/09/2018",1496
"1003","PROS","19/06/2018",3521
"1004","PROS","19/07/2018",1305
"1005","PROS","20/06/2018",15038
"1006","PROS","20/07/2018",2766
"1007","PROS","20/08/2018",5839
"1008","PROS","21/06/2018",3666
"1009","PROS","21/08/2018",876
"1010","PROS","22/03/2018",2680
"1011","PROS","22/06/2018",1729
"1012","PROS","22/08/2018",2432
"1013","PROS","23/04/2018",2852
"1014","PROS","23/05/2018",1683
"1015","PROS","23/08/2018",6503
"1016","PROS","24/04/2018",1417
"1017","PROS","24/07/2018",6113
"1018","PROS","24/08/2018",2745
"1019","PROS","25/04/2018",3152
"1020","PROS","26/04/2018",933
"1021","PROS","26/06/2018",1771
"1022","PROS","26/07/2018",933
"1023","PROS","26/09/2018",539
"1024","PROS","27/04/2018",933
"1025","PROS","27/06/2018",6497
"1026","PROS","27/08/2018",2114
"1027","PROS","28/06/2018",497
"1028","PROS","29/06/2018",2766
"1029","PROS","30/04/2018",4594
"1030","PROS","30/07/2018",753
"1031","PROS","31/07/2018",827
"1032","PRP","02/05/2018",4125
"1033","PRP","05/03/2018",1754
"1034","PRP","06/09/2018",50
"1035","PRP","09/11/2018",30
"1036","PRP","10/01/2018",2617
"1037","PRP","10/04/2018",2901
"1038","PRP","10/05/2018",2901
"1039","PRP","10/07/2018",2901
"1040","PRP","10/08/2018",2901
"1041","PRP","10/09/2018",2901
"1042","PRP","10/10/2018",2901
"1043","PRP","10/12/2018",2901
"1044","PRP","11/06/2018",2901
"1045","PRP","12/03/2018",2901
"1046","PRP","12/11/2018",2901
"1047","PRP","14/02/2018",2617
"1048","PRP","14/11/2018",30
"1049","PRP","18/09/2018",50
"1050","PRP","21/05/2018",1792
"1051","PRP","21/12/2018",4700
"1052","PRP","25/01/2018",4001
"1053","PRP","25/04/2018",4001
"1054","PRP","25/05/2018",4001
"1055","PRP","25/06/2018",4001
"1056","PRP","25/07/2018",4001
"1057","PRP","25/09/2018",4001
"1058","PRP","25/10/2018",4001
"1059","PRP","26/02/2018",4001
"1060","PRP","26/03/2018",4001
"1061","PRP","26/11/2018",5725
"1062","PRP","26/12/2018",4001
"1063","PRP","27/08/2018",4001
"1064","PRP","28/02/2018",31
"1065","PRP","28/05/2018",1724
"1066","PRP","28/12/2018",3864
"1067","PRP","31/10/2018",30
"1068","PRP","31/12/2018",1207
"1069","PRTB","01/10/2018",4039
"1070","PRTB","03/10/2018",5317
"1071","PRTB","04/09/2018",13628
"1072","PRTB","04/10/2018",2601
"1073","PRTB","05/09/2018",11697
"1074","PRTB","05/10/2018",3567
"1075","PRTB","06/09/2018",30047
"1076","PRTB","06/10/2018",396
"1077","PRTB","08/10/2018",227
"1078","PRTB","09/10/2018",155
"1079","PRTB","10/09/2018",12300
"1080","PRTB","11/09/2018",2265
"1081","PRTB","11/10/2018",1548
"1082","PRTB","12/09/2018",3637
"1083","PRTB","13/09/2018",607
"1084","PRTB","17/09/2018",417
"1085","PRTB","18/09/2018",582
"1086","PRTB","19/10/2018",1415
"1087","PRTB","21/06/2018",10329
"1088","PRTB","21/09/2018",4480
"1089","PRTB","22/06/2018",1833
"1090","PRTB","23/04/2018",5631
"1091","PRTB","31/08/2018",2195
"1092","PRTB","31/12/2017",846
"1093","PSB","01/02/2018",13087
"1094","PSB","01/03/2018",1804
"1095","PSB","01/05/2018",1791
"1096","PSB","01/06/2018",4789
"1097","PSB","01/10/2018",13346
"1098","PSB","01/11/2018",4964
"1099","PSB","02/02/2018",3834
"1100","PSB","02/03/2018",3253
"1101","PSB","02/05/2018",3801
"1102","PSB","02/08/2018",2279
"1103","PSB","02/10/2018",1345
"1104","PSB","03/01/2018",10524
"1105","PSB","03/04/2018",11243
"1106","PSB","03/08/2018",4611
"1107","PSB","03/09/2018",6726
"1108","PSB","03/10/2018",2957
"1109","PSB","03/12/2018",2490
"1110","PSB","04/01/2018",4217
"1111","PSB","04/04/2018",1490
"1112","PSB","04/05/2018",4142
"1113","PSB","04/06/2018",6910
"1114","PSB","04/07/2018",4142
"1115","PSB","04/09/2018",3065
"1116","PSB","04/10/2018",10801
"1117","PSB","04/12/2018",1772
"1118","PSB","05/01/2018",1837
"1119","PSB","05/02/2018",5218
"1120","PSB","05/03/2018",6083
"1121","PSB","05/04/2018",13859
"1122","PSB","05/06/2018",6083
"1123","PSB","05/07/2018",21130
"1124","PSB","05/09/2018",7023
"1125","PSB","05/10/2018",8717
"1126","PSB","05/11/2018",10027
"1127","PSB","05/12/2018",9657
"1128","PSB","06/02/2018",7041
"1129","PSB","06/03/2018",6375
"1130","PSB","06/04/2018",6801
"1131","PSB","06/06/2018",2791
"1132","PSB","06/07/2018",4325
"1133","PSB","06/08/2018",25560
"1134","PSB","06/09/2018",7827
"1135","PSB","06/11/2018",21036
"1136","PSB","06/12/2018",2769
"1137","PSB","07/02/2018",933
"1138","PSB","07/03/2018",15006
"1139","PSB","07/05/2018",19961
"1140","PSB","07/06/2018",8473
"1141","PSB","07/09/2018",1763
"1142","PSB","07/11/2018",3839
"1143","PSB","07/12/2018",2884
"1144","PSB","08/01/2018",4825
"1145","PSB","08/03/2018",2829
"1146","PSB","08/05/2018",5833
"1147","PSB","08/06/2018",2981
"1148","PSB","08/08/2018",4890
"1149","PSB","08/10/2018",2500
"1150","PSB","08/11/2018",1904
"1151","PSB","09/01/2018",530
"1152","PSB","09/02/2018",933
"1153","PSB","09/03/2018",6994
"1154","PSB","09/04/2018",7897
"1155","PSB","09/05/2018",3670
"1156","PSB","09/07/2018",4480
"1157","PSB","09/08/2018",3493
"1158","PSB","09/10/2018",3269
"1159","PSB","09/11/2018",2114
"1160","PSB","10/01/2018",4556
"1161","PSB","10/02/2018",755
"1162","PSB","10/04/2018",10157
"1163","PSB","10/05/2018",5416
"1164","PSB","10/07/2018",14634
"1165","PSB","10/08/2018",8069
"1166","PSB","10/09/2018",934
"1167","PSB","10/10/2018",6324
"1168","PSB","10/12/2018",2437
"1169","PSB","11/01/2018",489
"1170","PSB","11/04/2018",6639
"1171","PSB","11/05/2018",5532
"1172","PSB","11/06/2018",4746
"1173","PSB","11/09/2018",11525
"1174","PSB","11/10/2018",3351
"1175","PSB","12/01/2018",3452
"1176","PSB","12/03/2018",3478
"1177","PSB","12/04/2018",4382
"1178","PSB","12/05/2018",2135
"1179","PSB","12/06/2018",5649
"1180","PSB","12/07/2018",15508
"1181","PSB","12/09/2018",3941
"1182","PSB","12/11/2018",3968
"1183","PSB","12/12/2018",5852
"1184","PSB","13/03/2018",2326
"1185","PSB","13/04/2018",5597
"1186","PSB","13/06/2018",4346
"1187","PSB","13/07/2018",3670
"1188","PSB","13/08/2018",3954
"1189","PSB","13/09/2018",6379
"1190","PSB","13/11/2018",6076
"1191","PSB","14/02/2018",2545
"1192","PSB","14/03/2018",933
"1193","PSB","14/05/2018",6370
"1194","PSB","14/06/2018",13399
"1195","PSB","14/07/2018",959
"1196","PSB","14/08/2018",3949
"1197","PSB","14/09/2018",4329
"1198","PSB","14/11/2018",2324
"1199","PSB","15/02/2018",2322
"1200","PSB","15/03/2018",3625
"1201","PSB","15/05/2018",2918
"1202","PSB","15/06/2018",4375
"1203","PSB","15/08/2018",4469
"1204","PSB","15/10/2018",5082
"1205","PSB","16/02/2018",6691
"1206","PSB","16/03/2018",4753
"1207","PSB","16/05/2018",476
"1208","PSB","16/08/2018",2500
"1209","PSB","16/10/2018",14167
"1210","PSB","16/11/2018",934
"1211","PSB","17/01/2018",933
"1212","PSB","17/04/2018",3563
"1213","PSB","17/05/2018",4259
"1214","PSB","17/07/2018",4350
"1215","PSB","17/09/2018",7908
"1216","PSB","17/10/2018",1973
"1217","PSB","18/01/2018",4149
"1218","PSB","18/05/2018",1855
"1219","PSB","18/06/2018",3336
"1220","PSB","18/07/2018",933
"1221","PSB","18/09/2018",4324
"1222","PSB","18/10/2018",2500
"1223","PSB","19/01/2018",3302
"1224","PSB","19/02/2018",9918
"1225","PSB","19/03/2018",933
"1226","PSB","19/04/2018",933
"1227","PSB","19/07/2018",1529
"1228","PSB","19/09/2018",4367
"1229","PSB","19/10/2018",1835
"1230","PSB","19/11/2018",395
"1231","PSB","20/02/2018",2492
"1232","PSB","20/03/2018",933
"1233","PSB","20/07/2018",1837
"1234","PSB","20/08/2018",52
"1235","PSB","20/09/2018",1835
"1236","PSB","20/11/2018",248
"1237","PSB","20/12/2018",1760
"1238","PSB","21/02/2018",3270
"1239","PSB","21/08/2018",934
"1240","PSB","21/09/2018",1498
"1241","PSB","21/11/2018",2114
"1242","PSB","21/12/2018",2769
"1243","PSB","22/01/2018",933
"1244","PSB","22/02/2018",4062
"1245","PSB","22/03/2018",6287
"1246","PSB","22/05/2018",1321
"1247","PSB","22/06/2018",1528
"1248","PSB","22/08/2018",5390
"1249","PSB","23/03/2018",5867
"1250","PSB","23/05/2018",4158
"1251","PSB","23/11/2018",412
"1252","PSB","24/05/2018",1833
"1253","PSB","24/07/2018",1528
"1254","PSB","24/08/2018",9916
"1255","PSB","24/09/2018",934
"1256","PSB","25/01/2018",3793
"1257","PSB","25/04/2018",4274
"1258","PSB","25/05/2018",3774
"1259","PSB","25/06/2018",1941
"1260","PSB","25/07/2018",2148
"1261","PSB","25/09/2018",3989
"1262","PSB","25/10/2018",2105
"1263","PSB","26/01/2018",6609
"1264","PSB","26/02/2018",1941
"1265","PSB","26/03/2018",3533
"1266","PSB","26/04/2018",2322
"1267","PSB","26/09/2018",934
"1268","PSB","26/11/2018",2995
"1269","PSB","26/12/2018",2061
"1270","PSB","27/02/2018",5089
"1271","PSB","27/08/2018",6405
"1272","PSB","27/09/2018",5121
"1273","PSB","28/02/2018",4428
"1274","PSB","28/03/2018",1833
"1275","PSB","28/05/2018",6078
"1276","PSB","28/06/2018",933
"1277","PSB","28/08/2018",934
"1278","PSB","28/09/2018",2853
"1279","PSB","29/01/2018",2349
"1280","PSB","29/03/2018",801
"1281","PSB","29/05/2018",1837
"1282","PSB","29/11/2018",1918
"1283","PSB","30/01/2018",1833
"1284","PSB","30/04/2018",1837
"1285","PSB","30/05/2018",2399
"1286","PSB","30/07/2018",944
"1287","PSB","30/08/2018",1528
"1288","PSB","30/10/2018",1080
"1289","PSB","30/11/2018",31828
"1290","PSB","31/01/2018",6705
"1291","PSB","31/07/2018",6131
"1292","PSB","31/08/2018",10335
"1293","PSB","31/12/2017",36815
"1294","PSC","01/02/2018",2040
"1295","PSC","01/03/2018",959
"1296","PSC","01/04/2018",959
"1297","PSC","01/06/2018",1456
"1298","PSC","01/08/2018",1456
"1299","PSC","01/10/2018",1456
"1300","PSC","01/11/2018",6287
"1301","PSC","02/02/2018",7652
"1302","PSC","02/03/2018",3480
"1303","PSC","02/04/2018",1806
"1304","PSC","02/05/2018",959
"1305","PSC","02/07/2018",4936
"1306","PSC","03/07/2018",1401
"1307","PSC","03/08/2018",497
"1308","PSC","03/09/2018",3734
"1309","PSC","03/12/2018",1828
"1310","PSC","04/05/2018",2048
"1311","PSC","05/01/2018",3587
"1312","PSC","05/02/2018",8459
"1313","PSC","05/03/2018",4979
"1314","PSC","05/04/2018",4979
"1315","PSC","05/06/2018",3822
"1316","PSC","05/07/2018",5020
"1317","PSC","05/09/2018",2578
"1318","PSC","05/10/2018",13122
"1319","PSC","05/11/2018",11407
"1320","PSC","05/12/2018",8114
"1321","PSC","06/04/2018",50
"1322","PSC","06/08/2018",5103
"1323","PSC","06/09/2018",959
"1324","PSC","06/11/2018",4475
"1325","PSC","06/12/2018",1382
"1326","PSC","07/05/2018",12290
"1327","PSC","07/06/2018",4045
"1328","PSC","07/12/2018",4010
"1329","PSC","08/01/2018",4953
"1330","PSC","08/03/2018",2869
"1331","PSC","09/04/2018",1367
"1332","PSC","09/08/2018",1569
"1333","PSC","10/01/2018",3602
"1334","PSC","10/04/2018",3430
"1335","PSC","10/07/2018",1561
"1336","PSC","10/08/2018",1555
"1337","PSC","10/09/2018",5093
"1338","PSC","10/12/2018",2048
"1339","PSC","11/01/2018",864
"1340","PSC","11/04/2018",864
"1341","PSC","11/05/2018",864
"1342","PSC","11/06/2018",3430
"1343","PSC","11/07/2018",864
"1344","PSC","11/09/2018",864
"1345","PSC","11/10/2018",864
"1346","PSC","11/12/2018",864
"1347","PSC","12/06/2018",864
"1348","PSC","13/03/2018",864
"1349","PSC","13/08/2018",4652
"1350","PSC","13/11/2018",864
"1351","PSC","15/02/2018",864
"1352","PSC","19/12/2018",1812
"1353","PSC","20/11/2018",4898
"1354","PSC","25/04/2018",1913
"1355","PSC","25/10/2018",1913
"1356","PSC","26/11/2018",1865
"1357","PSC","26/12/2018",1170
"1358","PSC","27/07/2018",1759
"1359","PSC","27/09/2018",1673
"1360","PSC","27/12/2018",33
"1361","PSC","28/02/2018",9667
"1362","PSC","28/03/2018",5541
"1363","PSC","28/05/2018",5541
"1364","PSC","28/06/2018",5541
"1365","PSC","28/09/2018",7756
"1366","PSC","28/11/2018",4206
"1367","PSC","28/12/2018",5637
"1368","PSC","29/03/2018",863
"1369","PSC","29/08/2018",1759
"1370","PSC","29/10/2018",6946
"1371","PSC","30/04/2018",9667
"1372","PSC","30/05/2018",863
"1373","PSC","30/06/2018",863
"1374","PSC","30/07/2018",5541
"1375","PSC","30/08/2018",7012
"1376","PSC","31/01/2018",863
"1377","PSC","31/07/2018",863
"1378","PSC","31/08/2018",863
"1379","PSD","01/01/2018",14333
"1380","PSD","01/02/2018",15914
"1381","PSD","01/03/2018",16283
"1382","PSD","01/04/2018",14107
"1383","PSD","01/05/2018",14107
"1384","PSD","01/06/2018",14151
"1385","PSD","01/07/2018",14157
"1386","PSD","01/08/2018",15976
"1387","PSD","01/09/2018",15146
"1388","PSD","01/10/2018",29401
"1389","PSD","01/11/2018",17282
"1390","PSD","01/12/2018",9776
"1391","PSD","02/01/2018",44
"1392","PSD","02/02/2018",2890
"1393","PSD","02/03/2018",17575
"1394","PSD","02/04/2018",44
"1395","PSD","02/05/2018",44
"1396","PSD","02/07/2018",4284
"1397","PSD","03/02/2018",2434
"1398","PSD","03/07/2018",7332
"1399","PSD","03/08/2018",2475
"1400","PSD","03/09/2018",44
"1401","PSD","03/10/2018",2475
"1402","PSD","03/12/2018",44
"1403","PSD","04/04/2018",7129
"1404","PSD","04/05/2018",2475
"1405","PSD","04/07/2018",5241
"1406","PSD","04/08/2018",2078
"1407","PSD","04/09/2018",2482
"1408","PSD","04/10/2018",934
"1409","PSD","05/01/2018",2675
"1410","PSD","05/02/2018",2403
"1411","PSD","05/03/2018",9351
"1412","PSD","05/06/2018",2475
"1413","PSD","05/07/2018",48306
"1414","PSD","05/09/2018",13374
"1415","PSD","05/10/2018",6668
"1416","PSD","05/11/2018",2519
"1417","PSD","05/12/2018",5211
"1418","PSD","06/02/2018",1833
"1419","PSD","06/03/2018",2125
"1420","PSD","06/04/2018",6772
"1421","PSD","06/07/2018",3716
"1422","PSD","06/09/2018",2433
"1423","PSD","06/11/2018",3124
"1424","PSD","07/03/2018",2701
"1425","PSD","07/04/2018",455
"1426","PSD","07/05/2018",7467
"1427","PSD","07/06/2018",916
"1428","PSD","07/08/2018",5347
"1429","PSD","07/11/2018",1835
"1430","PSD","07/12/2018",22320
"1431","PSD","08/01/2018",4685
"1432","PSD","08/03/2018",6162
"1433","PSD","08/05/2018",2879
"1434","PSD","08/08/2018",1304
"1435","PSD","08/10/2018",15614
"1436","PSD","08/11/2018",934
"1437","PSD","09/03/2018",1833
"1438","PSD","09/07/2018",1783
"1439","PSD","09/08/2018",3483
"1440","PSD","09/10/2018",3970
"1441","PSD","10/04/2018",5503
"1442","PSD","10/07/2018",2766
"1443","PSD","10/09/2018",2114
"1444","PSD","10/10/2018",1835
"1445","PSD","10/12/2018",11807
"1446","PSD","11/04/2018",3968
"1447","PSD","11/09/2018",8147
"1448","PSD","12/06/2018",5634
"1449","PSD","12/09/2018",995
"1450","PSD","12/11/2018",8466
"1451","PSD","13/03/2018",3106
"1452","PSD","13/12/2018",2114
"1453","PSD","14/05/2018",5499
"1454","PSD","14/08/2018",20327
"1455","PSD","14/09/2018",3670
"1456","PSD","14/12/2018",4506
"1457","PSD","15/01/2018",1246
"1458","PSD","15/02/2018",1247
"1459","PSD","15/03/2018",1247
"1460","PSD","15/05/2018",19030
"1461","PSD","15/06/2018",1247
"1462","PSD","15/08/2018",3361
"1463","PSD","15/10/2018",1247
"1464","PSD","16/02/2018",24504
"1465","PSD","16/04/2018",1247
"1466","PSD","16/05/2018",8907
"1467","PSD","16/06/2018",1273
"1468","PSD","16/07/2018",1247
"1469","PSD","16/08/2018",11406
"1470","PSD","16/10/2018",2114
"1471","PSD","16/11/2018",2181
"1472","PSD","17/05/2018",2492
"1473","PSD","17/07/2018",12921
"1474","PSD","17/08/2018",3949
"1475","PSD","17/09/2018",1247
"1476","PSD","17/12/2018",7350
"1477","PSD","18/01/2018",7455
"1478","PSD","18/04/2018",11982
"1479","PSD","19/02/2018",4603
"1480","PSD","19/07/2018",1837
"1481","PSD","19/11/2018",14887
"1482","PSD","20/02/2018",3670
"1483","PSD","20/03/2018",11982
"1484","PSD","20/09/2018",3670
"1485","PSD","20/11/2018",4506
"1486","PSD","21/02/2018",1255
"1487","PSD","21/03/2018",3995
"1488","PSD","21/08/2018",4547
"1489","PSD","21/09/2018",5954
"1490","PSD","21/11/2018",2114
"1491","PSD","22/02/2018",2766
"1492","PSD","22/03/2018",1837
"1493","PSD","22/05/2018",1933
"1494","PSD","23/05/2018",1837
"1495","PSD","23/07/2018",1896
"1496","PSD","23/10/2018",1835
"1497","PSD","23/11/2018",1835
"1498","PSD","24/04/2018",3416
"1499","PSD","24/05/2018",2001
"1500","PSD","24/07/2018",3396
"1501","PSD","24/08/2018",1835
"1502","PSD","25/10/2018",2593
"1503","PSD","26/04/2018",1837
"1504","PSD","26/07/2018",933
"1505","PSD","26/10/2018",9012
"1506","PSD","27/08/2018",9012
"1507","PSD","28/02/2018",3737
"1508","PSD","28/03/2018",10998
"1509","PSD","28/06/2018",33
"1510","PSD","28/08/2018",385
"1511","PSD","28/09/2018",22
"1512","PSD","28/12/2018",2114
"1513","PSD","29/05/2018",4650
"1514","PSD","29/06/2018",16414
"1515","PSD","29/08/2018",297
"1516","PSD","29/11/2018",4506
"1517","PSD","30/04/2018",1629
"1518","PSD","30/05/2018",1592
"1519","PSD","30/06/2018",37
"1520","PSD","30/07/2018",1855
"1521","PSD","30/09/2018",1423
"1522","PSD","30/10/2018",934
"1523","PSD","30/11/2018",2845
"1524","PSD","31/01/2018",4059
"1525","PSD","31/03/2018",2372
"1526","PSD","31/05/2018",1747
"1527","PSD","31/07/2018",6045
"1528","PSD","31/08/2018",2126
"1529","PSD","31/10/2018",4158
"1530","PSD","31/12/2017",7921
"1531","PSD","31/12/2018",3535
"1532","PSDB","01/02/2018",2853
"1533","PSDB","01/03/2018",18110
"1534","PSDB","01/06/2018",5085
"1535","PSDB","01/08/2018",9818
"1536","PSDB","01/10/2018",2138
"1537","PSDB","01/11/2018",2680
"1538","PSDB","02/01/2018",1643
"1539","PSDB","02/02/2018",8444
"1540","PSDB","02/03/2018",339
"1541","PSDB","02/04/2018",18745
"1542","PSDB","02/05/2018",3656
"1543","PSDB","02/07/2018",11278
"1544","PSDB","02/08/2018",7752
"1545","PSDB","02/11/2018",718
"1546","PSDB","03/01/2018",1730
"1547","PSDB","03/04/2018",1565
"1548","PSDB","03/05/2018",3656
"1549","PSDB","03/07/2018",1251
"1550","PSDB","03/08/2018",8064
"1551","PSDB","03/09/2018",1705
"1552","PSDB","03/10/2018",3964
"1553","PSDB","03/12/2018",402
"1554","PSDB","04/04/2018",7500
"1555","PSDB","04/05/2018",4276
"1556","PSDB","04/06/2018",4493
"1557","PSDB","04/07/2018",16357
"1558","PSDB","04/09/2018",2864
"1559","PSDB","04/10/2018",6702
"1560","PSDB","04/12/2018",13977
"1561","PSDB","05/03/2018",4453
"1562","PSDB","05/06/2018",6427
"1563","PSDB","05/07/2018",1273
"1564","PSDB","05/08/2018",3730
"1565","PSDB","05/09/2018",1918
"1566","PSDB","05/11/2018",1696
"1567","PSDB","05/12/2018",19619
"1568","PSDB","06/03/2018",3103
"1569","PSDB","06/04/2018",11
"1570","PSDB","06/06/2018",4167
"1571","PSDB","06/08/2018",2763
"1572","PSDB","06/09/2018",4103
"1573","PSDB","06/11/2018",3109
"1574","PSDB","06/12/2018",14986
"1575","PSDB","07/02/2018",5560
"1576","PSDB","07/03/2018",3645
"1577","PSDB","07/05/2018",5289
"1578","PSDB","07/06/2018",11200
"1579","PSDB","07/08/2018",5341
"1580","PSDB","07/11/2018",8126
"1581","PSDB","07/12/2018",1170
"1582","PSDB","08/01/2018",1044
"1583","PSDB","08/03/2018",6248
"1584","PSDB","08/06/2018",4311
"1585","PSDB","08/07/2018",4041
"1586","PSDB","08/08/2018",4798
"1587","PSDB","08/10/2018",908
"1588","PSDB","08/11/2018",4075
"1589","PSDB","09/02/2018",2479
"1590","PSDB","09/03/2018",2402
"1591","PSDB","09/04/2018",3663
"1592","PSDB","09/05/2018",2890
